# Size - CPU
1              0.075
2              0.104
3              0.160
4              0.274
5              0.286
6              0.524
7              0.976
8              1.883
9              3.678
10             7.292
11            14.492
12            30.559
13            57.661
14           115.667
15           230.564
16           462.034
17           925.355
18          1850.096
19          3700.182
20          7697.433
21         15285.159
22         26178.837
