1         0.000
2         0.001
3         0.001
4         0.001
5         0.002
6         0.002
7         0.007
8         0.015
9         0.032
10        0.060
11        0.122
12        0.237
13        0.466
14        1.147
15        2.433
16        4.716
17        9.434
18        18.621
19        37.023
20        73.977
21        162.418
22        267.740


