1 0.003
2 0.004
3 0.004
4 0.004
5 0.004
6 0.007
7 0.01
8 0.018
9 0.032
10 0.051
11 0.096
12 0.182
13 0.37
14 0.759
15 1.875
16 3.881
17 7.219
18 13.75
19 26.883
20 53.088
21 107.619
22 184.678




