# Size - GPU 
1          0.705
2          0.722
3          0.751
4          0.801
5          0.905
6          0.911
7          0.905
8          0.948
9          1.022
10         1.931
11         2.936
12         4.955
13         8.893
14        16.840
15        33.398
16        66.055
17       131.624
18       262.747
19       524.854
20      1049.197
21      2806.445
22      6687.997
