# Size - serial
1           0.217
2           0.426
3           0.846
4           1.752
5           3.415
6           6.754
7          13.610
8          27.128
9          54.313
10        113.525
11        217.586
12        436.502
13        869.043
14       1741.804
15       3484.572
16       6995.495
17      13995.803
18      27884.374
19      55445.609
20     111911.418
21     222053.770
22     386443.750
