1 0.018
2 0.02
3 0.021
4 0.021
5 0.021
6 0.022
7 0.026
8 0.034
9 0.046
10 0.076
11 0.13
12 0.246
13 0.483
14 0.952
15 1.56
16 2.764
17 5.121
18 9.861
19 19.291
20 38.644
21 76.04
22 132.751

